source_type,number,author,title,year,source_report,primary_batch,secondary_batches,status,structure_verification,source_verification,content_verification,verification_reason,validation_issues,enhanced_reports,master_number,note
book,0371,"Ruskin, John",The Stones of Venice,待核定,"01-book-report/0371 - Ruskin, John：《The Stones of Venice》.深度报告.md",UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0372,S. J. Vainker,Chinese pottery and porcelain from prehistory to the present,待核定,01-book-report/0372 - S. J. Vainker：《Chinese pottery and porcelain from prehistory to the present》.深度报告.md,Batch 06,Batch 07,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0372-S-J-Vainker-Chinese-Pottery-and-Porcelain-enhanced.md,,
book,0373,Safiya Umoja Noble,Algorithms of Oppression How Search Engines Reinforce Racism,待核定,01-book-report/0373 - Safiya Umoja Noble：《Algorithms of Oppression How Search Engines Reinforce Racism》.深度报告.md,Batch 06,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0374,Sanders,Co-creation and the new landscapes of design,待核定,01-book-report/0374 - Sanders：《Co-creation and the new landscapes of design》.深度报告.md,Batch 03,Batch 04、Batch 06、Batch 01,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0375,Sara Kristoffersson,Design by IKEA _ A Cultural History，2019,2019,01-book-report/0375 - Sara Kristoffersson：《Design by IKEA _ A Cultural History，2019》.深度报告.md,Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0376,待核定,Scandinavian Design Alternative Histories (Kjetil Fallan (editor)),待核定,01-book-report/0376 - Scandinavian Design Alternative Histories (Kjetil Fallan (editor)).深度报告.md,Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0377,"Schon, Donald A.","The Design Studio：An Exploration of Its Traditions and Potentials, 1985",1985,"01-book-report/0377 - Schon, Donald A.：The Design Studio：An Exploration of Its Traditions and Potentials, 1985.深度报告.md",Batch 06,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0378,Scott McCloud,Understanding Comics The Invisible Art,1993,01-book-report/0378 - Scott McCloud：《Understanding Comics The Invisible Art》，1993.深度报告.md,Batch 05,Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0378-Scott-McCloud-Understanding-Comics-The-Invisible-Art-enhanced.md,,
book,0379,待核定,"SEAGO, ALEX, AND ANTHONY DUNNE. New Methods in Art and Design Research The Objec",待核定,"01-book-report/0379 - SEAGO, ALEX, AND ANTHONY DUNNE. New Methods in Art and Design Research The Objec.深度报告.md",Batch 03,Batch 04、Batch 01,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0380,Selim O. Khan-Magomedov,Pioneers of Soviet Architecture The Search for New Solutions in the 1920s and 1930s,1987,01-book-report/0380 - Selim O. Khan-Magomedov：《Pioneers of Soviet Architecture The Search for New Solutions in the 1920s and 1930s》，1987.深度报告.md,Batch 02,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0381,"Sennett, Richard","The Craftsman, 2008",2008,"01-book-report/0381 - Sennett, Richard：The Craftsman, 2008.深度报告.md",UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0382,Sharon Zukin,Landscapes of Power From Detroit to Disney World,待核定,01-book-report/0382 - Sharon Zukin：《Landscapes of Power From Detroit to Disney World》.深度报告.md,Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0383,Sheila Fitzpatrick,"Cultural Revolution in Russia, 1928-1931",1931,"01-book-report/0383 - Sheila Fitzpatrick：《Cultural Revolution in Russia, 1928-1931》.深度报告.md",Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0384,Silverman,"Art nouveau in fin-de-siècle France politics, psychology, and style",待核定,"01-book-report/0384 - Silverman：《Art nouveau in fin-de-siècle France politics, psychology, and style》.深度报告.md",Batch 02,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0385,"Simon, Herbert A.","The Sciences of the Artificial, 1969",1969,"01-book-report/0385 - Simon, Herbert A.：The Sciences of the Artificial, 1969.深度报告.md",Batch 01,Batch 07、Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0386,"Sparke, Penny",An introduction to design and culture 1900 to the present,1900,"01-book-report/0386 - Sparke, Penny：《An introduction to design and culture 1900 to the present》.深度报告.md",Batch 04,,N/A,ALIAS_GOVERNED,SEE_CANONICAL_RECORD,SEE_CANONICAL_RECORD,resolved alias of 0513,,03-enhanced-report/book-enhanced/0333-0386-Penny-Sparke-An-Introduction-to-Design-and-Culture-1900-to-the-Present-enhanced.md,0513,2013年第三版OCR入口；并入0513设计文化著作家族，保留旧报告用于版本核查。
book,0387,Sparke,An introduction to design and culture _ 1900 to the present，2020,2020,01-book-report/0387 - Sparke：《An introduction to design and culture _ 1900 to the present，2020》.深度报告.md,Batch 04,Batch 07,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0388,"Sprigg, June",Shaker design,待核定,"01-book-report/0388 - Sprigg, June：《Shaker design》.深度报告.md",Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0389,Stanley Abercrombie,George Nelson The Design of Modern Design,待核定,01-book-report/0389 - Stanley Abercrombie：《George Nelson The Design of Modern Design》.深度报告.md,Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0390,Stephen J. Eskilson,Graphic Design A New History,2007,01-book-report/0390 - Stephen J. Eskilson：《Graphic Design A New History》，2007.深度报告.md,Batch 05,Batch 02,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0390-Stephen-J-Eskilson-Graphic-Design-A-New-History-enhanced.md,,
book,0391,Steve Krug,"Dont Make Me Think, Revisited",待核定,"01-book-report/0391 - Steve Krug：《Dont Make Me Think, Revisited》.深度报告.md",Batch 06,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0392,Steven Heller Veronique Vienne,《Citizen Designer Perspectives on Design Responsi,待核定,01-book-report/0392 - Steven Heller Veronique Vienne：《Citizen Designer Perspectives on Design Responsi.深度报告.md,Batch 04,Batch 05、Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0392-Steven-Heller-Veronique-Vienne-Citizen-Designer-enhanced.md,,
book,0393,"Steven Heller, Georgette Ballance",Graphic Design History,2001,"01-book-report/0393 - Steven Heller, Georgette Ballance：《Graphic Design History》，2001.深度报告.md",Batch 05,Batch 02、Batch 01,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0393-Steven-Heller-Georgette-Ballance-Graphic-Design-History-enhanced.md,,
book,0394,"Steven Heller, Veronique Vienne",100 Ideas that Changed Graphic Design,待核定,"01-book-report/0394 - Steven Heller, Veronique Vienne：《100 Ideas that Changed Graphic Design》.深度报告.md",Batch 05,Batch 02、Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0394-Steven-Heller-Veronique-Vienne-100-Ideas-that-Changed-Graphic-Design-enhanced.md,,
book,0395,Strasser,《Getting and Spending (European and American Consumer Societies in the,待核定,01-book-report/0395 - Strasser：《Getting and Spending (European and American Consumer Societies in the.深度报告.md,Batch 04,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0395-Victoria-de-Grazia-Changing-Consumption-Regimes-in-Europe-enhanced.md,,
book,0396,Taste and Power _ Furnishing Modern France,Leora Auslander -- University of C,待核定,01-book-report/0396 - Taste and Power _ Furnishing Modern France -- Leora Auslander -- University of C.深度报告.md,Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0397,teaching design -- (德)克劳斯·雷曼(Klaus Lehmann),设计教育 教育设计,待核定,01-book-report/0397 - teaching design -- (德)克劳斯·雷曼(Klaus Lehmann)：《设计教育 教育设计》.深度报告.md,Batch 01,Batch 03,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0398,Teal Triggs,"Graphic Design History Past, Present, and Future",2011,"01-book-report/0398 - Teal Triggs：《Graphic Design History Past, Present, and Future》，2011.深度报告.md",Batch 05,Batch 01、Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0398-Teal-Triggs-Graphic-Design-History-Past-Present-and-Future-enhanced.md,,
book,0399,"Terry Winograd, Fernando Flores",Understanding Computers and Cognition,1986,"01-book-report/0399 - Terry Winograd, Fernando Flores：《Understanding Computers and Cognition》，1986.深度报告.md",Batch 06,Batch 07,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0400,Teun den Dekker,Design Thinking,待核定,01-book-report/0400 - Teun den Dekker：《Design Thinking》.深度报告.md,Batch 06,Batch 03、Batch 07,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0401,待核定,"The arts and crafts movement (Blakesley, Rosalind P. (Rosalind Polly)) (z-librar",待核定,"01-book-report/0401 - The arts and crafts movement (Blakesley, Rosalind P. (Rosalind Polly)) (z-librar.深度报告.md",Batch 02,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0402,The design history reader,"Grace Lees-Maffei, Rebecca Houze (eds_) -- New York",待核定,"01-book-report/0402 - The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York.深度报告.md",Batch 04,Batch 01,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0403,The design philosophy reader _ edited by Anne-Marie Willis_,Anne-Marie Willis,待核定,01-book-report/0403 - The design philosophy reader _ edited by Anne-Marie Willis_ -- Anne-Marie Willis.深度报告.md,Batch 07,Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0404,"The designed world _ images, objects, environments","Buchanan, Richard (editor)",待核定,"01-book-report/0404 - The designed world _ images, objects, environments -- Buchanan, Richard (editor).深度报告.md",Batch 04,Batch 07、Batch 01、Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0405,The green imperative _ natural design for the real world,"Papanek, Victor J --",待核定,"01-book-report/0405 - The green imperative _ natural design for the real world -- Papanek, Victor J --.深度报告.md",Batch 07,Batch 04,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0405-Victor-Papanek-The-Green-Imperative-Natural-Design-for-the-Real-World-enhanced.md,,
book,0406,The Politics of Design,A (Not So) Global Design Manual for -- [writer and desig,待核定,01-book-report/0406 - The Politics of Design： A (Not So) Global Design Manual for -- [writer and desig.深度报告.md,Batch 05,Batch 07、Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0406-Ruben-Pater-The-Politics-of-Design-enhanced.md,,
book,0407,待核定,"The printed image and the transformation of popular culture, 1790-1860 (Anderson",1860,"01-book-report/0407 - The printed image and the transformation of popular culture, 1790-1860 (Anderson.深度报告.md",UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0408,The Sciences,of the Artificial Simon 3rd ed,待核定,01-book-report/0408 - The Sciences：《of the Artificial Simon 3rd ed》.深度报告.md,Batch 01,Batch 07、Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0409,Theory Culture,and Society 23 2 3 Problematizing Global Knowledge，2006,2006,01-book-report/0409 - Theory Culture：《and Society 23 2 3 Problematizing Global Knowledge，2006》.深度报告.md,Batch 07,Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0409-Theory-Culture-and-Society-Problematizing-Global-Knowledge-enhanced.md,,
book,0410,Thorpe,Design with society why socially responsive design is good enough,待核定,01-book-report/0410 - Thorpe：《Design with society why socially responsive design is good enough》.深度报告.md,Batch 04,Batch 07、Batch 03,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0410-Ann-Thorpe-Design-with-Society-enhanced.md,,
book,0411,Tim Brown,Change by Design How Design Thinking Transforms Organizations and Inspires Innovation,待核定,01-book-report/0411 - Tim Brown：《Change by Design How Design Thinking Transforms Organizations and Inspires Innovation》.深度报告.md,Batch 04,Batch 03、Batch 06,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0412,Tom Flynn Tim Barringer,"Colonialism and the object empire, material culture and the museum",待核定,"01-book-report/0412 - Tom Flynn Tim Barringer：《Colonialism and the object empire, material culture and the museum》.深度报告.md",Batch 07,Batch 04,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0412-Tim-Barringer-Tom-Flynn-Colonialism-and-the-Object-enhanced.md,,
book,0413,"Tom Kelley, Jonathan Littman",The Art of Innovation,2001,"01-book-report/0413 - Tom Kelley, Jonathan Littman：《The Art of Innovation》，2001.深度报告.md",Batch 06,Batch 04,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0414,Valerie Steele,Fashion and Eroticism Ideals of Feminine Beauty from the Victorian Era to the Jazz Age,1985,01-book-report/0414 - Valerie Steele：《Fashion and Eroticism Ideals of Feminine Beauty from the Victorian Era to the Jazz Age》，1985.深度报告.md,UNCLASSIFIED,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0415,Vance Packard,The Hidden Persuaders,1957,01-book-report/0415 - Vance Packard：《The Hidden Persuaders》，1957.深度报告.md,Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0416,Vance Packard,The Waste Makers,1960,01-book-report/0416 - Vance Packard：《The Waste Makers》，1960.深度报告.md,Batch 04,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0417,Victor Margolin,"Design discourse history, theory, criticism",1989,"01-book-report/0417 - Victor Margolin：《Design discourse history, theory, criticism》.深度报告.md",Batch 05,Batch 01、Batch 06,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0417-Victor-Margolin-Design-discourse-history-theory-criticism-enhanced.md,,
book,0418,Victor Margolin,World History of Design World War I to World War II,待核定,01-book-report/0418 - Victor Margolin：《World History of Design World War I to World War II》.深度报告.md,Batch 04,Batch 05、Batch 01、Batch 07,N/A,ALIAS_GOVERNED,SEE_CANONICAL_RECORD,SEE_CANONICAL_RECORD,resolved alias of 0512,,03-enhanced-report/book-enhanced/0418-Victor-Margolin-World-History-of-Design-Volume2-enhanced.md,0512,World History of Design第二卷旧题名／OCR入口；并入0512。
book,0419,Victor Papanek,Design for the Real World Human Ecology and Social Change,待核定,01-book-report/0419 - Victor Papanek：《Design for the Real World Human Ecology and Social Change》.深度报告.md,Batch 04,Batch 07,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED_WITH_WARNINGS,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0419-Victor-Papanek-Design-for-the-Real-World-Human-Ecology-and-Social-Change-enhanced.md,,
book,0420,Victor Tupitsyn,The Museological Unconscious Communal (Post)Modernism in Russia,2009,01-book-report/0420 - Victor Tupitsyn：《The Museological Unconscious Communal (Post)Modernism in Russia》，2009.深度报告.md,Batch 02,,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0421,Victoria Charles,Art Deco,待核定,01-book-report/0421 - Victoria Charles：《Art Deco》.深度报告.md,Batch 04,Batch 02,TODO,NOT_STARTED,NOT_STARTED,NOT_STARTED,no enhanced report,,,,
book,0422,Victoria E. Bonnell,Iconography of Power Soviet Political Posters under Lenin and Stalin,1997,01-book-report/0422 - Victoria E. Bonnell：《Iconography of Power Soviet Political Posters under Lenin and Stalin》，1997.深度报告.md,Batch 05,,SOURCE_VERIFIED,VERIFIED,SOURCE_VERIFIED,NOT_REVIEWED,"structure, mapping, source, metadata, and evidence anchors verified",,03-enhanced-report/book-enhanced/0422-Victoria-E-Bonnell-Iconography-of-Power-enhanced.md,,
